"CHROM"	"BEG"	"END"
"Scate-un679"	"1517211371"	"1517220513"
"Scate-un680"	"1517220514"	"1517229642"
"Scate-un681"	"1517229643"	"1517238763"
"Scate-un682"	"1517238764"	"1517247826"
"Scate-un683"	"1517247827"	"1517256849"
"Scate-un684"	"1517256850"	"1517265842"
"Scate-un685"	"1517265843"	"1517274742"
"Scate-un686"	"1517274743"	"1517283557"
"Scate-un687"	"1517283558"	"1517292346"
"Scate-un688"	"1517292347"	"1517301119"
"Scate-un689"	"1517301120"	"1517309750"
"Scate-un690"	"1517309751"	"1517318378"
"Scate-un691"	"1517318379"	"1517326988"
"Scate-un692"	"1517326989"	"1517335587"
"Scate-un693"	"1517335588"	"1517344168"
"Scate-un694"	"1517344169"	"1517352744"
"Scate-un695"	"1517352745"	"1517361293"
"Scate-un696"	"1517361294"	"1517369814"
"Scate-un697"	"1517369815"	"1517378295"
"Scate-un698"	"1517378296"	"1517386769"
"Scate-un699"	"1517386770"	"1517395240"
"Scate-un700"	"1517395241"	"1517403686"
"Scate-un701"	"1517403687"	"1517412130"
"Scate-un702"	"1517412131"	"1517420572"
"Scate-un703"	"1517420573"	"1517428997"
"Scate-un704"	"1517428998"	"1517437353"
"Scate-un705"	"1517437354"	"1517445645"
"Scate-un706"	"1517445646"	"1517453880"
"Scate-un707"	"1517453881"	"1517462096"
"Scate-un708"	"1517462097"	"1517470281"
"Scate-un709"	"1517470282"	"1517478437"
"Scate-un710"	"1517478438"	"1517486504"
"Scate-un711"	"1517486505"	"1517494414"
"Scate-un712"	"1517494415"	"1517502246"
"Scate-un713"	"1517502247"	"1517510062"
"Scate-un714"	"1517510063"	"1517517838"
"Scate-un715"	"1517517839"	"1517525605"
"Scate-un716"	"1517525606"	"1517533364"
"Scate-un717"	"1517533365"	"1517541122"
"Scate-un718"	"1517541123"	"1517548872"
"Scate-un719"	"1517548873"	"1517556616"
"Scate-un720"	"1517556617"	"1517564352"
"Scate-un721"	"1517564353"	"1517572055"
"Scate-un722"	"1517572056"	"1517579578"
"Scate-un723"	"1517579579"	"1517587084"
"Scate-un724"	"1517587085"	"1517594521"
"Scate-un725"	"1517594522"	"1517601900"
"Scate-un726"	"1517601901"	"1517609272"
"Scate-un727"	"1517609273"	"1517616643"
"Scate-un728"	"1517616644"	"1517623990"
"Scate-un729"	"1517623991"	"1517631328"
"Scate-un730"	"1517631329"	"1517638568"
"Scate-un731"	"1517638569"	"1517645761"
"Scate-un732"	"1517645762"	"1517652927"
"Scate-un733"	"1517652928"	"1517660085"
"Scate-un734"	"1517660086"	"1517667236"
"Scate-un735"	"1517667237"	"1517674372"
"Scate-un736"	"1517674373"	"1517681507"
"Scate-un737"	"1517681508"	"1517688625"
"Scate-un738"	"1517688626"	"1517695707"
"Scate-un739"	"1517695708"	"1517702786"
"Scate-un740"	"1517702787"	"1517709856"
"Scate-un741"	"1517709857"	"1517716892"
"Scate-un742"	"1517716893"	"1517723921"
"Scate-un743"	"1517723922"	"1517730924"
"Scate-un744"	"1517730925"	"1517737907"
"Scate-un745"	"1517737908"	"1517744861"
"Scate-un746"	"1517744862"	"1517751812"
"Scate-un748"	"1517751813"	"1517758757"
"Scate-un747"	"1517758758"	"1517765702"
"Scate-un749"	"1517765703"	"1517772584"
"Scate-un750"	"1517772585"	"1517779452"
"Scate-un751"	"1517779453"	"1517786316"
"Scate-un752"	"1517786317"	"1517793170"
"Scate-un753"	"1517793171"	"1517799956"
"Scate-un754"	"1517799957"	"1517806738"
"Scate-un755"	"1517806739"	"1517813446"
"Scate-un757"	"1517813447"	"1517820110"
"Scate-un756"	"1517820111"	"1517826774"
"Scate-un758"	"1517826775"	"1517833433"
"Scate-un759"	"1517833434"	"1517840063"
"Scate-un760"	"1517840064"	"1517846674"
"Scate-un761"	"1517846675"	"1517853201"
"Scate-un762"	"1517853202"	"1517859718"
"Scate-un763"	"1517859719"	"1517866189"
"Scate-un764"	"1517866190"	"1517872635"
"Scate-un765"	"1517872636"	"1517879020"
"Scate-un766"	"1517879021"	"1517885356"
"Scate-un767"	"1517885357"	"1517891654"
"Scate-un768"	"1517891655"	"1517897929"
"Scate-un769"	"1517897930"	"1517904186"
"Scate-un770"	"1517904187"	"1517910417"
"Scate-un771"	"1517910418"	"1517916614"
"Scate-un772"	"1517916615"	"1517922805"
"Scate-un773"	"1517922806"	"1517928994"
"Scate-un774"	"1517928995"	"1517935177"
"Scate-un775"	"1517935178"	"1517941344"
"Scate-un776"	"1517941345"	"1517947501"
"Scate-un777"	"1517947502"	"1517953644"
"Scate-un778"	"1517953645"	"1517959763"
"Scate-un779"	"1517959764"	"1517965879"
"Scate-un780"	"1517965880"	"1517971969"
"Scate-un781"	"1517971970"	"1517978004"
"Scate-un782"	"1517978005"	"1517984035"
"Scate-un783"	"1517984036"	"1517990030"
"Scate-un784"	"1517990031"	"1517996017"
"Scate-un785"	"1517996018"	"1518001984"
"Scate-un786"	"1518001985"	"1518007944"
"Scate-un787"	"1518007945"	"1518013901"
"Scate-un788"	"1518013902"	"1518019855"
"Scate-un789"	"1518019856"	"1518025783"
"Scate-un790"	"1518025784"	"1518031696"
"Scate-un791"	"1518031697"	"1518037608"
"Scate-un792"	"1518037609"	"1518043496"
"Scate-un793"	"1518043497"	"1518049369"
"Scate-un794"	"1518049370"	"1518055218"
"Scate-un795"	"1518055219"	"1518061051"
"Scate-un796"	"1518061052"	"1518066844"
"Scate-un797"	"1518066845"	"1518072621"
"Scate-un798"	"1518072622"	"1518078381"
"Scate-un799"	"1518078382"	"1518084131"
"Scate-un800"	"1518084132"	"1518089835"
"Scate-un801"	"1518089836"	"1518095526"
"Scate-un802"	"1518095527"	"1518101216"
"Scate-un803"	"1518101217"	"1518106892"
"Scate-un804"	"1518106893"	"1518112565"
"Scate-un805"	"1518112566"	"1518118227"
"Scate-un806"	"1518118228"	"1518123884"
"Scate-un807"	"1518123885"	"1518129495"
"Scate-un809"	"1518129496"	"1518135064"
"Scate-un808"	"1518135065"	"1518140633"
"Scate-un810"	"1518140634"	"1518146185"
"Scate-un811"	"1518146186"	"1518151576"
"Scate-un812"	"1518151577"	"1518156958"
"Scate-un813"	"1518156959"	"1518162337"
"Scate-un814"	"1518162338"	"1518167714"
"Scate-un815"	"1518167715"	"1518173088"
"Scate-un816"	"1518173089"	"1518178461"
"Scate-un817"	"1518178462"	"1518183833"
"Scate-un818"	"1518183834"	"1518189203"
"Scate-un819"	"1518189204"	"1518194571"
"Scate-un820"	"1518194572"	"1518199938"
"Scate-un821"	"1518199939"	"1518205300"
"Scate-un822"	"1518205301"	"1518210640"
"Scate-un823"	"1518210641"	"1518215969"
"Scate-un824"	"1518215970"	"1518221286"
"Scate-un825"	"1518221287"	"1518226548"
"Scate-un826"	"1518226549"	"1518231800"
"Scate-un827"	"1518231801"	"1518237033"
"Scate-un828"	"1518237034"	"1518242248"
"Scate-un830"	"1518242249"	"1518247461"
"Scate-un829"	"1518247462"	"1518252674"
"Scate-un832"	"1518252675"	"1518257883"
"Scate-un831"	"1518257884"	"1518263092"
"Scate-un833"	"1518263093"	"1518268243"
"Scate-un834"	"1518268244"	"1518273277"
"Scate-un835"	"1518273278"	"1518278310"
"Scate-un836"	"1518278311"	"1518283323"
"Scate-un837"	"1518283324"	"1518288322"
"Scate-un838"	"1518288323"	"1518293319"
"Scate-un839"	"1518293320"	"1518298308"
"Scate-un840"	"1518298309"	"1518303295"
"Scate-un841"	"1518303296"	"1518308277"
"Scate-un842"	"1518308278"	"1518313255"
"Scate-un843"	"1518313256"	"1518318231"
"Scate-un844"	"1518318232"	"1518323205"
"Scate-un845"	"1518323206"	"1518328177"
"Scate-un846"	"1518328178"	"1518333144"
"Scate-un847"	"1518333145"	"1518338103"
"Scate-un848"	"1518338104"	"1518343058"
"Scate-un849"	"1518343059"	"1518348011"
"Scate-un851"	"1518348012"	"1518352959"
"Scate-un850"	"1518352960"	"1518357907"
"Scate-un852"	"1518357908"	"1518362849"
"Scate-un853"	"1518362850"	"1518367789"
"Scate-un854"	"1518367790"	"1518372713"
"Scate-un855"	"1518372714"	"1518377608"
"Scate-un856"	"1518377609"	"1518382499"
"Scate-un857"	"1518382500"	"1518387382"
"Scate-un858"	"1518387383"	"1518392264"
"Scate-un859"	"1518392265"	"1518397139"
"Scate-un860"	"1518397140"	"1518402008"
"Scate-un861"	"1518402009"	"1518406873"
"Scate-un862"	"1518406874"	"1518411734"
"Scate-un863"	"1518411735"	"1518416593"
"Scate-un864"	"1518416594"	"1518421444"
"Scate-un865"	"1518421445"	"1518426294"
"Scate-un866"	"1518426295"	"1518431126"
"Scate-un867"	"1518431127"	"1518435944"
"Scate-un868"	"1518435945"	"1518440755"
"Scate-un869"	"1518440756"	"1518445565"
"Scate-un870"	"1518445566"	"1518450373"
"Scate-un871"	"1518450374"	"1518455170"
"Scate-un872"	"1518455171"	"1518459966"
"Scate-un874"	"1518459967"	"1518464759"
"Scate-un873"	"1518464760"	"1518469552"
"Scate-un875"	"1518469553"	"1518474330"
"Scate-un876"	"1518474331"	"1518479101"
"Scate-un877"	"1518479102"	"1518483871"
"Scate-un878"	"1518483872"	"1518488608"
"Scate-un879"	"1518488609"	"1518493338"
"Scate-un880"	"1518493339"	"1518498064"
"Scate-un881"	"1518498065"	"1518502788"
"Scate-un882"	"1518502789"	"1518507491"
"Scate-un883"	"1518507492"	"1518512186"
"Scate-un884"	"1518512187"	"1518516879"
"Scate-un885"	"1518516880"	"1518521571"
"Scate-un886"	"1518521572"	"1518526261"
"Scate-un887"	"1518526262"	"1518530943"
"Scate-un888"	"1518530944"	"1518535622"
"Scate-un889"	"1518535623"	"1518540297"
"Scate-un890"	"1518540298"	"1518544970"
"Scate-un891"	"1518544971"	"1518549637"
"Scate-un893"	"1518549638"	"1518554296"
"Scate-un892"	"1518554297"	"1518558955"
"Scate-un895"	"1518558956"	"1518563598"
"Scate-un894"	"1518563599"	"1518568241"
"Scate-un896"	"1518568242"	"1518572880"
"Scate-un897"	"1518572881"	"1518577515"
"Scate-un898"	"1518577516"	"1518582145"
"Scate-un899"	"1518582146"	"1518586768"
"Scate-un900"	"1518586769"	"1518591388"
"Scate-un901"	"1518591389"	"1518596004"
"Scate-un902"	"1518596005"	"1518600607"
"Scate-un903"	"1518600608"	"1518605207"
"Scate-un904"	"1518605208"	"1518609806"
"Scate-un905"	"1518609807"	"1518614397"
"Scate-un906"	"1518614398"	"1518618987"
"Scate-un908"	"1518618988"	"1518623575"
"Scate-un907"	"1518623576"	"1518628163"
"Scate-un909"	"1518628164"	"1518632740"
"Scate-un910"	"1518632741"	"1518637315"
"Scate-un911"	"1518637316"	"1518641885"
"Scate-un912"	"1518641886"	"1518646444"
"Scate-un913"	"1518646445"	"1518650996"
"Scate-un914"	"1518650997"	"1518655544"
"Scate-un915"	"1518655545"	"1518660084"
"Scate-un916"	"1518660085"	"1518664617"
"Scate-un917"	"1518664618"	"1518669147"
"Scate-un918"	"1518669148"	"1518673659"
"Scate-un919"	"1518673660"	"1518678170"
"Scate-un920"	"1518678171"	"1518682678"
"Scate-un921"	"1518682679"	"1518687185"
"Scate-un922"	"1518687186"	"1518691690"
"Scate-un923"	"1518691691"	"1518696194"
"Scate-un924"	"1518696195"	"1518700679"
"Scate-un926"	"1518700680"	"1518705162"
"Scate-un925"	"1518705163"	"1518709645"
"Scate-un927"	"1518709646"	"1518714125"
"Scate-un929"	"1518714126"	"1518718600"
"Scate-un928"	"1518718601"	"1518723075"
"Scate-un930"	"1518723076"	"1518727545"
"Scate-un931"	"1518727546"	"1518732006"
"Scate-un932"	"1518732007"	"1518736460"
"Scate-un933"	"1518736461"	"1518740901"
"Scate-un934"	"1518740902"	"1518745338"
"Scate-un935"	"1518745339"	"1518749752"
"Scate-un936"	"1518749753"	"1518754163"
"Scate-un937"	"1518754164"	"1518758567"
"Scate-un938"	"1518758568"	"1518762969"
"Scate-un939"	"1518762970"	"1518767347"
"Scate-un940"	"1518767348"	"1518771718"
"Scate-un941"	"1518771719"	"1518776086"
"Scate-un942"	"1518776087"	"1518780450"
"Scate-un943"	"1518780451"	"1518784812"
"Scate-un944"	"1518784813"	"1518789169"
"Scate-un945"	"1518789170"	"1518793523"
"Scate-un946"	"1518793524"	"1518797876"
"Scate-un947"	"1518797877"	"1518802225"
"Scate-un948"	"1518802226"	"1518806564"
"Scate-un949"	"1518806565"	"1518810901"
"Scate-un950"	"1518810902"	"1518815235"
"Scate-un951"	"1518815236"	"1518819565"
"Scate-un952"	"1518819566"	"1518823887"
"Scate-un953"	"1518823888"	"1518828206"
"Scate-un954"	"1518828207"	"1518832520"
"Scate-un955"	"1518832521"	"1518836829"
"Scate-un956"	"1518836830"	"1518841134"
"Scate-un957"	"1518841135"	"1518845433"
"Scate-un958"	"1518845434"	"1518849731"
"Scate-un959"	"1518849732"	"1518854025"
"Scate-un960"	"1518854026"	"1518858315"
"Scate-un962"	"1518858316"	"1518862593"
"Scate-un961"	"1518862594"	"1518866871"
"Scate-un963"	"1518866872"	"1518871147"
"Scate-un964"	"1518871148"	"1518875422"
"Scate-un965"	"1518875423"	"1518879686"
"Scate-un967"	"1518879687"	"1518883949"
"Scate-un966"	"1518883950"	"1518888212"
"Scate-un968"	"1518888213"	"1518892466"
"Scate-un969"	"1518892467"	"1518896714"
"Scate-un970"	"1518896715"	"1518900947"
"Scate-un971"	"1518900948"	"1518905173"
"Scate-un972"	"1518905174"	"1518909398"
"Scate-un973"	"1518909399"	"1518913621"
"Scate-un974"	"1518913622"	"1518917840"
"Scate-un975"	"1518917841"	"1518922058"
"Scate-un976"	"1518922059"	"1518926272"
"Scate-un977"	"1518926273"	"1518930485"
"Scate-un978"	"1518930486"	"1518934694"
"Scate-un979"	"1518934695"	"1518938898"
"Scate-un980"	"1518938899"	"1518943100"
"Scate-un981"	"1518943101"	"1518947300"
"Scate-un982"	"1518947301"	"1518951489"
"Scate-un983"	"1518951490"	"1518955677"
"Scate-un985"	"1518955678"	"1518959848"
"Scate-un984"	"1518959849"	"1518964019"
"Scate-un986"	"1518964020"	"1518968179"
"Scate-un987"	"1518968180"	"1518972338"
"Scate-un988"	"1518972339"	"1518976496"
"Scate-un991"	"1518976497"	"1518980650"
"Scate-un990"	"1518980651"	"1518984804"
"Scate-un989"	"1518984805"	"1518988958"
"Scate-un992"	"1518988959"	"1518993105"
"Scate-un994"	"1518993106"	"1518997250"
"Scate-un993"	"1518997251"	"1519001395"
"Scate-un995"	"1519001396"	"1519005539"
"Scate-un996"	"1519005540"	"1519009681"
"Scate-un997"	"1519009682"	"1519013812"
"Scate-un998"	"1519013813"	"1519017941"
"Scate-un999"	"1519017942"	"1519022067"
"Scate-un1001"	"1519022068"	"1519026192"
"Scate-un1000"	"1519026193"	"1519030317"
"Scate-un1002"	"1519030318"	"1519034434"
"Scate-un1003"	"1519034435"	"1519038546"
"Scate-un1004"	"1519038547"	"1519042654"
"Scate-un1005"	"1519042655"	"1519046758"
"Scate-un1006"	"1519046759"	"1519050856"
"Scate-un1007"	"1519050857"	"1519054948"
"Scate-un1008"	"1519054949"	"1519059002"
"Scate-un1009"	"1519059003"	"1519063051"
"Scate-un1010"	"1519063052"	"1519067094"
"Scate-un1011"	"1519067095"	"1519071120"
"Scate-un1012"	"1519071121"	"1519075145"
"Scate-un1013"	"1519075146"	"1519079162"
"Scate-un1014"	"1519079163"	"1519083171"
"Scate-un1015"	"1519083172"	"1519087178"
"Scate-un1016"	"1519087179"	"1519091182"
"Scate-un1017"	"1519091183"	"1519095181"
"Scate-un1018"	"1519095182"	"1519099178"
"Scate-un1019"	"1519099179"	"1519103171"
"Scate-un1020"	"1519103172"	"1519107157"
"Scate-un1021"	"1519107158"	"1519111137"
"Scate-un1022"	"1519111138"	"1519115114"
"Scate-un1023"	"1519115115"	"1519119080"
"Scate-un1024"	"1519119081"	"1519123041"
"Scate-un1025"	"1519123042"	"1519127001"
"Scate-un1026"	"1519127002"	"1519130954"
"Scate-un1027"	"1519130955"	"1519134902"
"Scate-un1029"	"1519134903"	"1519138844"
"Scate-un1028"	"1519138845"	"1519142786"
"Scate-un1030"	"1519142787"	"1519146723"
"Scate-un1031"	"1519146724"	"1519150658"
"Scate-un1032"	"1519150659"	"1519154590"
"Scate-un1033"	"1519154591"	"1519158517"
"Scate-un1034"	"1519158518"	"1519162441"
"Scate-un1035"	"1519162442"	"1519166364"
"Scate-un1036"	"1519166365"	"1519170279"
"Scate-un1037"	"1519170280"	"1519174193"
"Scate-un1038"	"1519174194"	"1519178103"
"Scate-un1039"	"1519178104"	"1519182012"
"Scate-un1040"	"1519182013"	"1519185920"
"Scate-un1041"	"1519185921"	"1519189825"
"Scate-un1042"	"1519189826"	"1519193729"
"Scate-un1043"	"1519193730"	"1519197625"
"Scate-un1044"	"1519197626"	"1519201520"
"Scate-un1045"	"1519201521"	"1519205414"
"Scate-un1046"	"1519205415"	"1519209306"
"Scate-un1047"	"1519209307"	"1519213191"
"Scate-un1049"	"1519213192"	"1519217070"
"Scate-un1048"	"1519217071"	"1519220949"
"Scate-un1050"	"1519220950"	"1519224827"
"Scate-un1051"	"1519224828"	"1519228702"
"Scate-un1054"	"1519228703"	"1519232575"
"Scate-un1053"	"1519232576"	"1519236448"
"Scate-un1052"	"1519236449"	"1519240321"
"Scate-un1055"	"1519240322"	"1519244191"
"Scate-un1056"	"1519244192"	"1519248058"
"Scate-un1057"	"1519248059"	"1519251924"
"Scate-un1058"	"1519251925"	"1519255786"
"Scate-un1059"	"1519255787"	"1519259647"
"Scate-un1060"	"1519259648"	"1519263500"
"Scate-un1061"	"1519263501"	"1519267352"
"Scate-un1062"	"1519267353"	"1519271203"
"Scate-un1064"	"1519271204"	"1519275051"
"Scate-un1063"	"1519275052"	"1519278899"
"Scate-un1066"	"1519278900"	"1519282741"
"Scate-un1065"	"1519282742"	"1519286583"
"Scate-un1067"	"1519286584"	"1519290424"
"Scate-un1069"	"1519290425"	"1519294258"
"Scate-un1068"	"1519294259"	"1519298092"
"Scate-un1070"	"1519298093"	"1519301921"
"Scate-un1071"	"1519301922"	"1519305744"
"Scate-un1072"	"1519305745"	"1519309564"
"Scate-un1073"	"1519309565"	"1519313383"
"Scate-un1074"	"1519313384"	"1519317199"
"Scate-un1075"	"1519317200"	"1519321011"
"Scate-un1077"	"1519321012"	"1519324818"
"Scate-un1076"	"1519324819"	"1519328625"
"Scate-un1078"	"1519328626"	"1519332430"
"Scate-un1079"	"1519332431"	"1519336233"
"Scate-un1080"	"1519336234"	"1519340034"
"Scate-un1081"	"1519340035"	"1519343822"
"Scate-un1082"	"1519343823"	"1519347606"
"Scate-un1083"	"1519347607"	"1519351388"
"Scate-un1084"	"1519351389"	"1519355169"
"Scate-un1085"	"1519355170"	"1519358945"
"Scate-un1086"	"1519358946"	"1519362704"
"Scate-un1087"	"1519362705"	"1519366461"
"Scate-un1088"	"1519366462"	"1519370216"
"Scate-un1089"	"1519370217"	"1519373968"
"Scate-un1090"	"1519373969"	"1519377718"
"Scate-un1092"	"1519377719"	"1519381465"
"Scate-un1091"	"1519381466"	"1519385212"
"Scate-un1093"	"1519385213"	"1519388954"
"Scate-un1095"	"1519388955"	"1519392682"
"Scate-un1094"	"1519392683"	"1519396410"
"Scate-un1096"	"1519396411"	"1519400137"
"Scate-un1097"	"1519400138"	"1519403862"
"Scate-un1098"	"1519403863"	"1519407585"
"Scate-un1099"	"1519407586"	"1519411307"
"Scate-un1100"	"1519411308"	"1519415022"
"Scate-un1101"	"1519415023"	"1519418736"
"Scate-un1102"	"1519418737"	"1519422445"
"Scate-un1103"	"1519422446"	"1519426153"
"Scate-un1104"	"1519426154"	"1519429845"
"Scate-un1105"	"1519429846"	"1519433535"
"Scate-un1107"	"1519433536"	"1519437214"
"Scate-un1106"	"1519437215"	"1519440893"
"Scate-un1108"	"1519440894"	"1519444568"
"Scate-un1109"	"1519444569"	"1519448225"
"Scate-un1110"	"1519448226"	"1519451873"
"Scate-un1111"	"1519451874"	"1519455519"
"Scate-un1112"	"1519455520"	"1519459155"
"Scate-un1113"	"1519459156"	"1519462790"
"Scate-un1114"	"1519462791"	"1519466424"
"Scate-un1115"	"1519466425"	"1519470053"
"Scate-un1116"	"1519470054"	"1519473680"
"Scate-un1117"	"1519473681"	"1519477306"
"Scate-un1118"	"1519477307"	"1519480926"
"Scate-un1119"	"1519480927"	"1519484540"
"Scate-un1120"	"1519484541"	"1519488152"
"Scate-un1121"	"1519488153"	"1519491756"
"Scate-un1122"	"1519491757"	"1519495358"
"Scate-un1123"	"1519495359"	"1519498956"
"Scate-un1124"	"1519498957"	"1519502549"
"Scate-un1125"	"1519502550"	"1519506138"
"Scate-un1126"	"1519506139"	"1519509722"
"Scate-un1127"	"1519509723"	"1519513305"
"Scate-un1128"	"1519513306"	"1519516885"
"Scate-un1129"	"1519516886"	"1519520464"
"Scate-un1131"	"1519520465"	"1519524041"
"Scate-un1130"	"1519524042"	"1519527618"
"Scate-un1132"	"1519527619"	"1519531185"
"Scate-un1133"	"1519531186"	"1519534745"
"Scate-un1136"	"1519534746"	"1519538303"
"Scate-un1135"	"1519538304"	"1519541861"
"Scate-un1134"	"1519541862"	"1519545419"
"Scate-un1137"	"1519545420"	"1519548975"
"Scate-un1138"	"1519548976"	"1519552526"
"Scate-un1139"	"1519552527"	"1519556071"
"Scate-un1140"	"1519556072"	"1519559615"
"Scate-un1141"	"1519559616"	"1519563154"
"Scate-un1142"	"1519563155"	"1519566681"
"Scate-un1143"	"1519566682"	"1519570199"
"Scate-un1144"	"1519570200"	"1519573699"
"Scate-un1145"	"1519573700"	"1519577198"
"Scate-un1146"	"1519577199"	"1519580688"
"Scate-un1147"	"1519580689"	"1519584174"
"Scate-un1148"	"1519584175"	"1519587655"
"Scate-un1149"	"1519587656"	"1519591130"
"Scate-un1150"	"1519591131"	"1519594604"
"Scate-un1151"	"1519594605"	"1519598077"
"Scate-un1152"	"1519598078"	"1519601542"
"Scate-un1153"	"1519601543"	"1519605003"
"Scate-un1154"	"1519605004"	"1519608459"
"Scate-un1155"	"1519608460"	"1519611911"
"Scate-un1156"	"1519611912"	"1519615346"
"Scate-un1157"	"1519615347"	"1519618778"
"Scate-un1158"	"1519618779"	"1519622205"
"Scate-un1159"	"1519622206"	"1519625630"
"Scate-un1160"	"1519625631"	"1519629047"
"Scate-un1161"	"1519629048"	"1519632448"
"Scate-un1162"	"1519632449"	"1519635847"
"Scate-un1163"	"1519635848"	"1519639237"
"Scate-un1164"	"1519639238"	"1519642625"
"Scate-un1166"	"1519642626"	"1519646009"
"Scate-un1165"	"1519646010"	"1519649393"
"Scate-un1167"	"1519649394"	"1519652773"
"Scate-un1168"	"1519652774"	"1519656146"
"Scate-un1169"	"1519656147"	"1519659512"
"Scate-un1170"	"1519659513"	"1519662864"
"Scate-un1171"	"1519662865"	"1519666212"
"Scate-un1172"	"1519666213"	"1519669558"
"Scate-un1175"	"1519669559"	"1519672890"
"Scate-un1174"	"1519672891"	"1519676222"
"Scate-un1173"	"1519676223"	"1519679554"
"Scate-un1176"	"1519679555"	"1519682880"
"Scate-un1177"	"1519682881"	"1519686201"
"Scate-un1178"	"1519686202"	"1519689508"
"Scate-un1179"	"1519689509"	"1519692809"
"Scate-un1180"	"1519692810"	"1519696102"
"Scate-un1181"	"1519696103"	"1519699394"
"Scate-un1182"	"1519699395"	"1519702685"
"Scate-un1183"	"1519702686"	"1519705972"
"Scate-un1184"	"1519705973"	"1519709258"
"Scate-un1185"	"1519709259"	"1519712528"
"Scate-un1186"	"1519712529"	"1519715793"
"Scate-un1187"	"1519715794"	"1519719054"
"Scate-un1189"	"1519719055"	"1519722313"
"Scate-un1188"	"1519722314"	"1519725572"
"Scate-un1190"	"1519725573"	"1519728828"
"Scate-un1191"	"1519728829"	"1519732080"
"Scate-un1193"	"1519732081"	"1519735330"
"Scate-un1192"	"1519735331"	"1519738580"
"Scate-un1194"	"1519738581"	"1519741829"
"Scate-un1195"	"1519741830"	"1519745073"
"Scate-un1196"	"1519745074"	"1519748309"
"Scate-un1197"	"1519748310"	"1519751544"
"Scate-un1198"	"1519751545"	"1519754777"
"Scate-un1199"	"1519754778"	"1519758003"
"Scate-un1200"	"1519758004"	"1519761217"
"Scate-un1202"	"1519761218"	"1519764429"
"Scate-un1201"	"1519764430"	"1519767641"
"Scate-un1203"	"1519767642"	"1519770847"
"Scate-un1204"	"1519770848"	"1519774051"
"Scate-un1205"	"1519774052"	"1519777250"
"Scate-un1206"	"1519777251"	"1519780439"
"Scate-un1207"	"1519780440"	"1519783612"
"Scate-un1208"	"1519783613"	"1519786774"
"Scate-un1209"	"1519786775"	"1519789933"
"Scate-un1210"	"1519789934"	"1519793088"
"Scate-un1212"	"1519793089"	"1519796241"
"Scate-un1211"	"1519796242"	"1519799394"
"Scate-un1213"	"1519799395"	"1519802535"
"Scate-un1214"	"1519802536"	"1519805675"
"Scate-un1215"	"1519805676"	"1519808801"
"Scate-un1217"	"1519808802"	"1519811918"
"Scate-un1216"	"1519811919"	"1519815035"
"Scate-un1218"	"1519815036"	"1519818148"
"Scate-un1219"	"1519818149"	"1519821256"
"Scate-un1220"	"1519821257"	"1519824354"
"Scate-un1221"	"1519824355"	"1519827447"
"Scate-un1222"	"1519827448"	"1519830534"
"Scate-un1223"	"1519830535"	"1519833615"
"Scate-un1224"	"1519833616"	"1519836694"
"Scate-un1225"	"1519836695"	"1519839769"
"Scate-un1226"	"1519839770"	"1519842843"
"Scate-un1227"	"1519842844"	"1519845914"
"Scate-un1228"	"1519845915"	"1519848983"
"Scate-un1229"	"1519848984"	"1519852048"
"Scate-un1230"	"1519852049"	"1519855112"
"Scate-un1231"	"1519855113"	"1519858174"
"Scate-un1234"	"1519858175"	"1519861234"
"Scate-un1233"	"1519861235"	"1519864294"
"Scate-un1232"	"1519864295"	"1519867354"
"Scate-un1235"	"1519867355"	"1519870411"
"Scate-un1236"	"1519870412"	"1519873467"
"Scate-un1237"	"1519873468"	"1519876518"
"Scate-un1238"	"1519876519"	"1519879562"
"Scate-un1239"	"1519879563"	"1519882603"
"Scate-un1240"	"1519882604"	"1519885638"
"Scate-un1241"	"1519885639"	"1519888670"
"Scate-un1242"	"1519888671"	"1519891696"
"Scate-un1243"	"1519891697"	"1519894719"
"Scate-un1244"	"1519894720"	"1519897736"
"Scate-un1245"	"1519897737"	"1519900732"
"Scate-un1246"	"1519900733"	"1519903727"
"Scate-un1247"	"1519903728"	"1519906719"
"Scate-un1249"	"1519906720"	"1519909708"
"Scate-un1248"	"1519909709"	"1519912697"
"Scate-un1250"	"1519912698"	"1519915684"
"Scate-un1251"	"1519915685"	"1519918668"
"Scate-un1252"	"1519918669"	"1519921650"
"Scate-un1253"	"1519921651"	"1519924631"
"Scate-un1254"	"1519924632"	"1519927611"
"Scate-un1255"	"1519927612"	"1519930590"
"Scate-un1257"	"1519930591"	"1519933567"
"Scate-un1256"	"1519933568"	"1519936544"
"Scate-un1258"	"1519936545"	"1519939516"
"Scate-un1260"	"1519939517"	"1519942473"
"Scate-un1259"	"1519942474"	"1519945430"
"Scate-un1261"	"1519945431"	"1519948385"
"Scate-un1262"	"1519948386"	"1519951336"
"Scate-un1263"	"1519951337"	"1519954284"
"Scate-un1264"	"1519954285"	"1519957227"
"Scate-un1265"	"1519957228"	"1519960168"
"Scate-un1266"	"1519960169"	"1519963108"
"Scate-un1267"	"1519963109"	"1519966043"
"Scate-un1268"	"1519966044"	"1519968975"
"Scate-un1269"	"1519968976"	"1519971902"
"Scate-un1270"	"1519971903"	"1519974827"
"Scate-un1271"	"1519974828"	"1519977750"
"Scate-un1272"	"1519977751"	"1519980671"
"Scate-un1273"	"1519980672"	"1519983590"
"Scate-un1274"	"1519983591"	"1519986506"
